Time / s,Power / W
346,3436.031703703706
347,2734.828962829604
348,3536.2578294157674
349,3432.7487530697495
350,2524.3058610849153
351,1567.6375406378602
352,1175.19749345803
353,1169.6038713610676
354,1355.3833694058615
355,1929.457443479944
356,2138.8463274772344
357,1374.221902777775
358,-942.8789818625227
359,-4056.92232830123
360,-4992.799485120406
361,-3696.67148666362
362,-1999.0100089377536
363,-630.0396298606337
364,514.5968400848736
365,1224.4733832947552
366,1801.80905105929
367,3002.8967719859793
368,4653.891820875725
369,4801.009036291627
370,2972.7971510416673
371,478.8370713901275
372,-3949.481738549762
373,-7792.824806905866
374,-7469.25047794496
375,-5003.964839506172
376,-2836.3528442048673
377,-1595.0967340534978
378,-905.4455531812029
379,-540.6285627190979
380,-586.1178271604941
381,-664.7264686380696
382,-568.1494625509639
383,-480.10837484520283
384,-330.1694127919715
385,-98.36875829475306
386,-0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,96.23980630096403
393,721.158110789609
394,2274.6793086419757
395,4676.773941546164
396,7614.6448902391985
397,10636.77479711553
398,11988.895301585597
399,9100.79824060738
400,3849.0894241731485
401,161.84662581923027
402,-2582.9982284593634
403,-4031.247805924683
404,-3455.6405925925947
405,-2965.1936428707545
406,-3139.5840189209903
407,-3096.633942520193
408,-2164.889749035494
409,-649.8727975346746
410,506.83695055774723
411,990.943968145099
412,1200.6073122046946
413,1425.9966423873086
414,2182.2724479333374
415,3532.7224872042166
416,4231.8323544238665
417,3145.052469419204
418,1118.8992790804587
419,-963.6958727328149
420,-1754.0841896052423
421,-748.6847364921528
422,600.7794027777745
423,1958.9514606005182
424,4064.151304831583
425,8061.971981412421
426,14064.133622561347
427,18425.794842040083
428,14818.489033226642
429,6305.375032369301
430,582.0970647457488
431,-1693.4012095717142
432,-1444.8337546034254
433,74.42056608415882
434,283.76345346317424
435,-2247.7994737654362
436,-6172.411836457862
437,-9889.41347498714
438,-12185.231722012652
439,-11671.823849584665
440,-8645.901291730966
441,-4428.774143116046
442,-1483.4564737273286
443,-257.9901356476718
444,-8.143686690291112
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,109.95722742579258
513,1167.2048685532882
514,4532.193139403293
515,8841.55175596327
516,10881.163423868313
517,8241.30323746618
518,3258.191637152776
519,254.07641081533254
520,-1218.750732831787
521,-1865.2794903811368
522,-2298.450172839506
523,-3604.160310223288
524,-5487.941461917485
525,-5856.243104835868
526,-3745.847674592288
527,-1341.998323426307
528,-314.5618617588782
529,-88.72078141670477
530,-0.0
531,0.0
532,0.0
533,26.149866121780217
534,305.0624403292181
535,1033.231607376924
536,2036.4392746532537
537,4789.029975099069
538,10100.821828322665
539,13993.780121780219
540,10260.688259323559
541,3671.5668381939663
542,982.9522977275773
543,-193.86951562499743
